name,taxonomy,imageURL,remarks,temprange,phRange,detailsUrl
Southern redbelly dace,Phoxinus erythrogaster,https://upload.wikimedia.org//wikipedia/commons/0/02/Phoxinus_erythrogaster.jpg,,,,https://en.wikipedia.org//wiki/Phoxinus_erythrogaster
Tench,Tinca tinca,https://upload.wikimedia.org//wikipedia/commons/f/fb/Tinca_tinca_Prague_Vltava_2.jpg,,,,https://en.wikipedia.org//wiki/Tinca_tinca
Golden orfe,Leuciscus idus,https://upload.wikimedia.org//wikipedia/commons/c/cd/LeuciscusIdusWindeIde56cm_21-4-2009_16-46-58.JPG,,,,https://en.wikipedia.org//wiki/Leuciscus_idus
Chinese high fin banded shark,Myxocyprinus asiaticus,https://upload.wikimedia.org//wikipedia/commons/b/b4/Myxocyprinus_asiaticus_by_OpenCage.jpg,,,,https://en.wikipedia.org//wiki/Myxocyprinus_asiaticus
Saddle-back Loach,Homaloptera orthogoniata ,,,,,
Fork-tailed loach,Vaillantella maassi,,,,,
Horseface loach,Acantopsis dialuzona,https://upload.wikimedia.org//wikipedia/commons/4/49/Acantopsis_choirorhynchos.JPG,,,,
"Weather Loach[30]
","Misgurnus anguillicaudatus[31]
",,,,,
"Kuhli loach, coolie loach",Pangio kuhlii,https://upload.wikimedia.org//wikipedia/commons/0/0a/Kuhli_loaches.jpg,,,,https://en.wikipedia.org//wiki/Pangio_kuhlii
Java loach,Pangio oblonga,https://upload.wikimedia.org//wikipedia/commons/a/ab/Pangio_oblonga_acquarium.jpg,,"6.2 to 7.0
",,https://en.wikipedia.org//wiki/Pangio_oblonga
Clown loach,Chromobotia macracanthus,https://upload.wikimedia.org//wikipedia/commons/d/d6/2015-09-13-223-Tiger-loach.jpg,,,,https://en.wikipedia.org//wiki/Chromobotia_macracanthus
Green tiger loach,Syncrossus hymenophysa,,,,,
Banded tiger loach,Syncrossus helodes,https://upload.wikimedia.org//wikipedia/commons/e/e4/Syncrossus_helodes.jpg,,,,
Redfin tiger loach,Syncrossus berdmorei,https://upload.wikimedia.org//wikipedia/commons/a/ad/Syncrossus_berdmorei.jpg,,,,
Dwarf botia,Ambastaia sidthimunki,https://upload.wikimedia.org//wikipedia/commons/9/9b/Schachbrettschmerle.jpg,,,,https://en.wikipedia.org//wiki/Ambastaia_sidthimunki
Yoyo loach,Botia almorhae,https://upload.wikimedia.org//wikipedia/commons/9/9d/Yoyo_Loach.jpg,,,,https://en.wikipedia.org//wiki/Botia_almorhae
Bengal loach,Botia dario,https://upload.wikimedia.org//wikipedia/commons/0/05/Botia_dario.jpg,,,,
Polka-Dot Loach,Botia kubotai,https://upload.wikimedia.org//wikipedia/commons/4/42/Botia_kubotai2.jpg,,,,https://en.wikipedia.org//wiki/Botia_kubotai
Gangetic loach,Botia rostrata,,,,,
Zebra loach,Botia striata,https://upload.wikimedia.org//wikipedia/commons/1/18/Botia_striata.jpg,,,,https://en.wikipedia.org//wiki/Botia_striata
Redtail loach,Yasuhikotakia modesta,https://upload.wikimedia.org//wikipedia/commons/8/8e/Yasuhikotakia_modesta.jpg,,,,
Skunk loach,Yasuhikotakia morleti,https://upload.wikimedia.org//wikipedia/commons/3/33/Yasuhikotakia_morleti.jpg,,,,https://en.wikipedia.org//wiki/Yasuhikotakia_morleti
Borneo hillstream loach,Gastromyzon sp.,https://upload.wikimedia.org//wikipedia/commons/d/d7/Gastromyzon_fasciatus.jpg,,,,
Tiger hillstream loach,Sewellia lineolata,https://upload.wikimedia.org//wikipedia/commons/2/2e/Hillstream_Loach.JPG,,,,
Butterfly hillstream loach,Beaufortia kweichowensis,https://upload.wikimedia.org//wikipedia/commons/1/1c/Beaufortia_kweichowensis.jpg,,,,
Guppy,Poecilia reticulata,https://upload.wikimedia.org//wikipedia/commons/a/a6/Guppy_red_male.jpg,"66°F - 84°F (19°C - 29°C)
","7 - 8
",,https://en.wikipedia.org//wiki/Poecilia_reticulata
Endler's livebearer,Poecilia wingei,https://upload.wikimedia.org//wikipedia/commons/8/8d/Poecilia_reticulata_01.jpg,,,,
Black molly,Poecilia sphenops,https://upload.wikimedia.org//wikipedia/commons/6/61/Black_molly1.JPG,,,,
Sailfin molly,Poecilia latipinna,https://upload.wikimedia.org//wikipedia/commons/1/16/Poecilia_latipinna.jpg,,,,https://en.wikipedia.org//wiki/Poecilia_latipinna
Dalmatian molly,hybrid,https://upload.wikimedia.org//wikipedia/commons/b/b0/DalmationMolly.jpg,,,,https://en.wikipedia.org//wiki/Poecilia_latipinna
Lyretail Molly,hybrid,https://upload.wikimedia.org//wikipedia/commons/6/69/LyretailMolly.jpg,,,,
"Platies and swordtails
",,,,,,
Southern platy,Xiphophorus maculatus,https://upload.wikimedia.org//wikipedia/commons/1/1e/Xiphophorus_maculatus.jpg,,,,https://en.wikipedia.org//wiki/Xiphophorus_maculatus
Variable platy,Xiphophorus variatus,https://upload.wikimedia.org//wikipedia/commons/3/3d/Papagaienplaty.jpg,,,,https://en.wikipedia.org//wiki/Xiphophorus_variatus
Green swordtail,Xiphophorus hellerii,https://upload.wikimedia.org//wikipedia/commons/1/14/Xiphophorus_helleri_03.jpg,,,,https://en.wikipedia.org//wiki/Xiphophorus_hellerii
Largescale four-eyed fish,Anableps anableps,https://upload.wikimedia.org//wikipedia/commons/a/ab/Anableps_anableps_qtl1.jpg,,,,
Pike topminnow,Belonesox belizanus,https://upload.wikimedia.org//wikipedia/commons/0/03/Belonesox_belizanus_Aquarium_tropical_du_Palais_de_la_Porte_Dor%C3%A9e_10_04_2016.jpg,,,,https://en.wikipedia.org//wiki/Belonesox_belizanus
Cuban lima,Limia vittata,https://upload.wikimedia.org//wikipedia/commons/3/39/Limia_vittata.jpg,,,,https://en.wikipedia.org//wiki/Limia_vittata
Knife livebearer,Alfaro cultratus,https://upload.wikimedia.org//wikipedia/commons/c/cf/Alfaro_cultratus.jpg,,,,
Least killifish,Heterandria formosa,https://upload.wikimedia.org//wikipedia/commons/8/89/Dwarf_Livebearer_or_Least_Killifish_%28Heterandria_formosa%29.jpg,,,,
Tanganyika killifish,Lamprichthys tanganicanus,https://upload.wikimedia.org//wikipedia/commons/6/6c/Lamprichthys_tanganicanus.JPG,,,,https://en.wikipedia.org//wiki/Lamprichthys_tanganicanus
Norman's lampeye,Poropanchax normani,https://upload.wikimedia.org//wikipedia/commons/1/17/Aplocheilichthys_normani_3.jpg,,,,
Celebes halfbeak,Nomorhamphus liemi,https://upload.wikimedia.org//wikipedia/commons/5/56/Nomorhamphus_liemi_liemi_%28Wroclaw_zoo%29-2.JPG,,,,
Wrestling halfbeak,Dermogenys pusilla,https://upload.wikimedia.org//wikipedia/commons/b/b1/Dermogenys_pusilla.jpg,,,,https://en.wikipedia.org//wiki/Dermogenys_pusilla
Forest halfbeak,Hemirhamphodon pogonognathus,https://upload.wikimedia.org//wikipedia/commons/c/cc/Hemirhamphodon_pogonognathus02.jpg,,,,
Blue Lyretail,Fundulopanchax gardneri,https://upload.wikimedia.org//wikipedia/commons/6/65/Fundulopanchax_gardneri.png,,,,https://en.wikipedia.org//wiki/Fundulopanchax_gardneri
"Clown Killifish, rocket killifish",Epiplatys annulatus,https://upload.wikimedia.org//wikipedia/commons/8/82/Epiplaty_annulatus_-_Panchax_%C3%A0_bandes.jpg,,,,https://en.wikipedia.org//wiki/Epiplatys_annulatus
"Bluefin Notho, Rachow's Notho, Rainbow Notho",Nothobranchius rachovii,https://upload.wikimedia.org//wikipedia/commons/7/72/Nothobranchius_rachovii_male.jpg,,,,
"Striped panchax, Golden Wonder",Aplocheilus lineatus,https://upload.wikimedia.org//wikipedia/commons/5/53/Hechtlinge.jpg,,,,
American Flagfish,Jordanella floridae,https://upload.wikimedia.org//wikipedia/commons/d/d8/Jordanella_floridae.jpg,,,,https://en.wikipedia.org//wiki/Jordanella_floridae
Argentine Pearl,Austrolebias nigripinnis,https://upload.wikimedia.org//wikipedia/commons/1/1d/Austrolebias_nigripinnis992.jpg,,,,
Golden Toppminnow,Fundulus chrysotus,https://upload.wikimedia.org//wikipedia/commons/3/3d/Fundulus_chrysotus.jpg,,,,https://en.wikipedia.org//wiki/Fundulus_chrysotus
Northern Studfish,Fundulus catenatus,https://upload.wikimedia.org//wikipedia/commons/2/25/Fundulus_catenatus.jpg,,,,https://en.wikipedia.org//wiki/Fundulus_catenatus
Red-seam Killifish,Aphyosemion calliurum,,,,,
Arabian Killifish,Aphanius dispar,,,,,https://en.wikipedia.org//wiki/Aphanius_dispar
Dwarf gourami,Trichogaster lalius,https://upload.wikimedia.org//wikipedia/commons/d/d6/Colisa_lalia.jpg,,,,https://en.wikipedia.org//wiki/Colisa_lalia
Paradise fish,Macropodus opercularis,https://upload.wikimedia.org//wikipedia/commons/9/95/Paradise_fish_female_and_male_02.jpg,,,,https://en.wikipedia.org//wiki/Macropodus_opercularis
"Pygmy gourami, Sparkling gourami",Trichopsis pumila,https://upload.wikimedia.org//wikipedia/commons/2/20/Trichopsis_pumila.jpg,,,,https://en.wikipedia.org//wiki/Trichopsis_pumila
Moonlight gourami,Trichopodus microlepis,https://upload.wikimedia.org//wikipedia/commons/f/f3/Trichogaster_microlepis.jpg,,,,https://en.wikipedia.org//wiki/Trichopodus_microlepis
Snakeskin gourami,Trichopodus pectoralis,https://upload.wikimedia.org//wikipedia/commons/d/d4/Snakeskin_gourami.jpg,,,,https://en.wikipedia.org//wiki/Trichopodus_pectoralis
"Siamese fighting fish (sometimes Betta, esp. US)",Betta splendens,https://upload.wikimedia.org//wikipedia/commons/b/b8/Kampffisch_betta_splendenscele4.jpg,,,,https://en.wikipedia.org//wiki/Betta_splendens
Malay combtail,Belontia hasselti,https://upload.wikimedia.org//wikipedia/commons/b/b0/Belont_hasselt_100523-1755_sap.JPG,,,,
Slender betta,Betta bellica,,,,,
Scarlet betta,Betta coccina,https://upload.wikimedia.org//wikipedia/commons/8/8b/Betta_coccina_%22Jambi-Sumatra%22.JPG,,,,
Crescent betta,Betta imbellis,https://upload.wikimedia.org//wikipedia/commons/1/19/Betta_imbellis_%28male%29_20100512_2.jpg,,,,https://en.wikipedia.org//wiki/Betta_imbellis
Toba betta,Betta rubra,,,,,https://en.wikipedia.org//wiki/Betta_rubra
Giant Pikehead,Luciocephalus pulcher,https://upload.wikimedia.org//wikipedia/commons/6/6f/Luciocephalus_pulcher_%28Gray%2C_1830%29.jpg,,,,
Chocolate gourami,Sphaerichthys osphromenoides,https://upload.wikimedia.org//wikipedia/commons/f/f6/Sphaerichthys_breeding.jpg,,,,https://en.wikipedia.org//wiki/Sphaerichthys_osphromenoides
Pearl gourami,Trichopodus leerii,https://upload.wikimedia.org//wikipedia/commons/6/68/Fadenfisch_mosaik_m%C3%A4nnlich.jpg,,,,https://en.wikipedia.org//wiki/Trichopodus_leerii
Three spot gourami,Trichopodus trichopterus,https://upload.wikimedia.org//wikipedia/commons/2/2a/Fadenfisch_blau_m%C3%A4nnlich_%282010%29_2.jpg,,,,https://en.wikipedia.org//wiki/Trichopodus_trichopterus
Croaking gourami,Trichopsis vittata,https://upload.wikimedia.org//wikipedia/commons/8/81/Trichopsis_vittata_LCK_8707.JPG,,,,https://en.wikipedia.org//wiki/Trichopsis_vittata
Giant gourami,Osphronemus goramy,https://upload.wikimedia.org//wikipedia/commons/2/21/Giant.gourami.arp.jpg,,,,https://en.wikipedia.org//wiki/Osphronemus_goramy
Kissing gourami,Helostoma temminckii,https://upload.wikimedia.org//wikipedia/commons/5/55/Helostoma_temminkii_01.jpg,,,,https://en.wikipedia.org//wiki/Helostoma_temminckii
Climbing perch,Anabas testudineus,https://upload.wikimedia.org//wikipedia/commons/e/ec/Pla_mo-Thailand25.JPG,,,,
Leopard bush fish,Ctenopoma acutirostre,https://upload.wikimedia.org//wikipedia/commons/2/26/Ctenopoma_acutirostre_1.JPG,,,,https://en.wikipedia.org//wiki/Ctenopoma_acutirostre
African leaffish,Polycentropsis abbreviata,,,,,https://en.wikipedia.org//wiki/Polycentropsis_abbreviata
Bornean leaffish,Nandus nebulosus,,,,,
Malayan leaffish,Pristolepis fasciata,https://upload.wikimedia.org//wikipedia/commons/7/7d/Pristol_fasci_100614-3518_awr.JPG,,,,
Forest snakehead,Channa lucius,https://upload.wikimedia.org//wikipedia/commons/8/89/Channa_lucius_2.jpg,,,,https://en.wikipedia.org//wiki/Channa_lucius
Dwarf snakehead,Channa gachua,https://upload.wikimedia.org//wikipedia/commons/d/d2/Channa_gachua_TH203_-_W004.jpg,,,,
Emperor snakehead,Channa marulioides,,,,,
Giant snakehead,Channa micropeltes,https://upload.wikimedia.org//wikipedia/commons/3/3b/Channa_micropeltes%2C.jpg,,,,
Ocellated snakehead,Channa pleurophthalma,https://upload.wikimedia.org//wikipedia/commons/b/b7/Channidae_-_Channa_pleurophthalma.JPG,,,,
African snakehead,Parachanna obscura,https://upload.wikimedia.org//wikipedia/commons/f/fd/Parachanna_obscura_-_Aqua_Porte_Dor%C3%A9e_11.JPG,,,,https://en.wikipedia.org//wiki/Parachanna_obscura
Red rainbowfish,Glossolepis incisus,https://upload.wikimedia.org//wikipedia/commons/2/24/GlossolepisIncisus.JPG,,,,https://en.wikipedia.org//wiki/Glossolepis_incisus
Lake Wanam rainbowfish,Glossolepis wanamensis,https://upload.wikimedia.org//wikipedia/commons/d/dc/Glossolepis_wanamensis.jpg,,,,https://en.wikipedia.org//wiki/Glossolepis_wanamensis
Threadfin rainbowfish,Iriatherina werneri,https://upload.wikimedia.org//wikipedia/commons/a/ad/Iriatherina_Werneri-Yellow_Finned_Male.jpg,,,,https://en.wikipedia.org//wiki/Iriatherina_werneri
New Guinea rainbowfish,Melanotaenia affinis,,,,,
Western rainbowfish,Melanotaenia australis,https://upload.wikimedia.org//wikipedia/commons/d/da/300_Melanotaenia_australis_Western_rainbowfish_Mitchell_River_NP_VIII-2013.jpg,,,,
Boeseman's rainbowfish,Melanotaenia boesemani,https://upload.wikimedia.org//wikipedia/commons/1/1b/Sunny1.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_boesemani
Duboulayi's rainbowfish,Melanotaenia duboulayi,https://upload.wikimedia.org//wikipedia/commons/6/62/M_duboulayi.jpg,,,,
Australian rainbowfish,Melanotaenia fluviatilis,https://upload.wikimedia.org//wikipedia/commons/3/34/Australian_rainbow.jpg,,,,
Lake Tebera rainbowfish,Melanotaenia herbertaxelrodi,https://upload.wikimedia.org//wikipedia/commons/b/b4/Regenbogenfisch_im_Zooaquarium_Berlin.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_herbertaxelrodi
Lake Kutubu rainbowfish,Melanotaenia lacustris,https://upload.wikimedia.org//wikipedia/commons/3/3b/Melanotaenia_lacustris_thomnight_001.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_lacustris
Lake Kurumoi rainbowfish,Melanotaenia parva,https://upload.wikimedia.org//wikipedia/commons/3/37/Melanotaenia_parva_male.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_parva
Neon rainbowfish,Melanotaenia praecox,https://upload.wikimedia.org//wikipedia/commons/9/9d/Dwarf_neon_rainbows.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_praecox
Eastern rainbowfish,Melanotaenia splendida splendida,https://upload.wikimedia.org//wikipedia/commons/a/a1/Eastern_Rainbowfish_01.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_splendida_splendida
Banded rainbowfish,Melanotaenia trifasciata,https://upload.wikimedia.org//wikipedia/commons/3/3b/Banded_rainbowfish_Melanotaenia_trifasciata.jpg,,,,https://en.wikipedia.org//wiki/Melanotaenia_trifasciata
Celebes rainbow,Marosatherina ladigesi,https://upload.wikimedia.org//wikipedia/commons/1/1d/Marosatherina_ladigesi.jpg,,,,https://en.wikipedia.org//wiki/Marosatherina_ladigesi
Forktail blue-eye,Pseudomugil furcatus,https://upload.wikimedia.org//wikipedia/commons/8/84/Pseudomugil_furcatus_m_Aquarium_DG.jpg,,,,https://en.wikipedia.org//wiki/Pseudomugil_furcatus
Spotted blue-eye,Pseudomugil gertrudae,https://upload.wikimedia.org//wikipedia/commons/1/1a/Pseudomugil_gertrudae_ARUII_Maennchen.jpg,,,,https://en.wikipedia.org//wiki/Pseudomugil_gertrudae
Pacific blue-eye,Pseudomugil signifer,https://upload.wikimedia.org//wikipedia/commons/3/30/052fishcropped.jpg,,,,https://en.wikipedia.org//wiki/Pseudomugil_signifer
Delicate blue-eye,Pseudomugil tenellus,,,,,https://en.wikipedia.org//wiki/Pseudomugil_tenellus
Madagascar rainbowfish,Bedotia madagascariensis,https://upload.wikimedia.org//wikipedia/commons/f/fe/Bedotia_geayi_1.jpg,,,,
Empire gudgeon,Hypseleotris compressa,https://upload.wikimedia.org//wikipedia/commons/7/72/Hypseleotris_compressa.jpg,,,,
Purple sleeper gudgeon,Mogurnda mogurnda,https://upload.wikimedia.org//wikipedia/commons/f/f8/Mogurnda_mogurnda.png,,,,
Peacock gudgeon,Tateurndina ocellicauda,https://upload.wikimedia.org//wikipedia/commons/1/19/Tateurndina_ocellicauda_male_DG.jpg,,,,https://en.wikipedia.org//wiki/Tateurndina_ocellicauda
Black toraja goby,Mugilogobius sarasinorum,,,,,https://en.wikipedia.org//wiki/Mugilogobius_sarasinorum
Bumblebee goby,Brachygobius doriae,https://upload.wikimedia.org//wikipedia/commons/a/ac/Brachygobius_doriae.jpg,,,,
Knight goby,Stigmatogobius sadanundio,https://upload.wikimedia.org//wikipedia/commons/2/2e/Babka_nakrapiana_-_Podwodne_Kr%C3%B3lestwo.jpg,,,,
Rainbow stiphodon,Stiphodon ornatus,https://upload.wikimedia.org//wikipedia/commons/3/3d/Stiphodon_ornatus.jpg,,,,
Cobalt blue goby,Stiphodon semoni,,,,,
Bearded worm goby,Taenioides cirratus,,,,,
Marbled goby,Oxyeleotris marmorata,https://upload.wikimedia.org//wikipedia/commons/d/d7/Oxyel_marmor_080425_7661_tdp.jpg,,,,
Crazy fish,Butis butis,https://upload.wikimedia.org//wikipedia/commons/b/b5/Butis_butis_%28Hamilton%2C_1822%29.jpg,,,,https://en.wikipedia.org//wiki/Butis_butis
"Dragon goby, Violet goby",Gobioides broussonnetii,https://upload.wikimedia.org//wikipedia/commons/c/c9/Gobioides_broussonnetii_-_Gobie_violet_-_Aqua_Porte_Dor%C3%A9e_13.JPG,,,,https://en.wikipedia.org//wiki/Gobioides_broussonnetii
Striped sleeper goby,Dormitator maculatus,https://upload.wikimedia.org//wikipedia/commons/b/b8/Fat_Sleeper_%28Dormitator_maculatus%29.jpg,,,,
Pygmy sunfish,Elassomatidae,https://upload.wikimedia.org//wikipedia/commons/3/34/Elassoma_Gilberti_male_in_breeding_colors.jpg,,,,https://en.wikipedia.org//wiki/Elassomatidae
Blackbanded sunfish,Enneacanthus chaetodon,https://upload.wikimedia.org//wikipedia/commons/9/97/Enneacanthus_chaetodon_02.jpg,,,,https://en.wikipedia.org//wiki/Enneacanthus_chaetodon
Blue-spotted sunfish,Enneacanthus gloriosus,https://upload.wikimedia.org//wikipedia/commons/7/75/Enneacanthus_gloriosus.jpg,,,,https://en.wikipedia.org//wiki/Enneacanthus_gloriosus
Redbreast sunfish,Lepomis auritus,https://upload.wikimedia.org//wikipedia/commons/2/24/Lepomis_auritus.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_auritus
Green sunfish,Lepomis cyanellus,https://upload.wikimedia.org//wikipedia/commons/7/79/Green_sunfish.JPG,,,,https://en.wikipedia.org//wiki/Lepomis_cyanellus
Orangespotted sunfish,Lepomis humilis,https://upload.wikimedia.org//wikipedia/commons/6/68/Orangespottednctc.png,,,,https://en.wikipedia.org//wiki/Lepomis_humilis
Pumpkinseed,Lepomis gibbosus,https://upload.wikimedia.org//wikipedia/commons/e/eb/Lepomis_gibbosus_PAQ.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_gibbosus
Warmouth,Lepomis gulosus,https://upload.wikimedia.org//wikipedia/commons/5/5b/Warmouth_Sunfish_%28Lepomis_gulosus%29_%282497915731%29.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_gulosus
Bluegill,Lepomis macrochirus,https://upload.wikimedia.org//wikipedia/commons/d/d2/Bluegill_%28Lepomis_macrochirus%29.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_macrochirus
Dollar sunfish,Lepomis marginatus,https://upload.wikimedia.org//wikipedia/commons/9/9b/Lepomis_marginatus_UMFS_2014_1.JPG,,,,https://en.wikipedia.org//wiki/Lepomis_marginatus
Longear sunfish,Lepomis megalotis,https://upload.wikimedia.org//wikipedia/commons/6/69/Lepomis_megalotis_%28Longear_Sunfish%29_%2820396406%29.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_megalotis
Redear sunfish,Lepomis microlophus,https://upload.wikimedia.org//wikipedia/commons/d/d0/Redear_Sunfish_002.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_microlophus
Redspotted sunfish,Lepomis miniatus,https://upload.wikimedia.org//wikipedia/commons/7/74/Lepomis_miniatus_2.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_miniatus
Northern sunfish,Lepomis peltastes,https://upload.wikimedia.org//wikipedia/commons/9/90/Lepomis_megalotis_2.jpg,,,,https://en.wikipedia.org//wiki/Lepomis_peltastes
Spotted sunfish,Lepomis punctatus,https://upload.wikimedia.org//wikipedia/commons/3/3b/FMIB_51023_Chinquapin_Perch.jpeg,,,,https://en.wikipedia.org//wiki/Lepomis_punctatus
"Gray bichir, Senegal bichir, or dinosaur bichir",Polypterus senegalus,https://upload.wikimedia.org//wikipedia/commons/5/5b/Polypterus_senegalus_senegalus_headstand.jpg,25–28 °C (77–82 °F)[39],"6.0-8.0[39]
",,
Ornate bichir,Polypterus ornatipinnis,https://upload.wikimedia.org//wikipedia/commons/4/40/Polypterus-ornatipinnis.jpg,26–28 °C (79–82 °F)[42],"6.0–8.0
",,
Retropinnis bichir,Polypterus retropinnis,,26–28 °C (79–82 °F),"6.5–7.5
",,https://en.wikipedia.org//wiki/Polypterus_retropinnis
Barred bichir,Polypterus delhezi,https://upload.wikimedia.org//wikipedia/commons/a/a3/Polypterus_delhezi_2.jpg,"24–30 °C (75–86 °F)
","6-8
",,https://en.wikipedia.org//wiki/Polypterus_delhezi
Saddled bichir,Polypterus endlicheri,https://upload.wikimedia.org//wikipedia/commons/f/f0/Polypterus_endlicherii.jpg,"22–27 °C (72–81 °F)
","6-8
",,
Reedfish,Erpetoichthys calabaricus,https://upload.wikimedia.org//wikipedia/commons/6/62/Akwa19_reedfish.jpg,22–28 °C (72–82 °F)[45],"6.0–8.0[45]
",,https://en.wikipedia.org//wiki/Erpetoichthys_calabaricus
Hingemouth,Phractolaemus ansorgii,,,,,https://en.wikipedia.org//wiki/Phractolaemus_ansorgii
Blunt-jawed elephantnose,Campylomormyrus tamandua,https://upload.wikimedia.org//wikipedia/commons/1/10/Campylomormyrus_tamandua.png,,,,https://en.wikipedia.org//wiki/Campylomormyrus_tamandua
Peters' elephant nose,Gnathonemus petersii,https://upload.wikimedia.org//wikipedia/commons/e/e5/Gnathonemus_petersii_by_OpenCage.jpg,,,,https://en.wikipedia.org//wiki/Gnathonemus_petersii
African butterflyfish,Pantodon buchholzi,https://upload.wikimedia.org//wikipedia/commons/3/36/Pantodon_buchholzi.jpg,,,,https://en.wikipedia.org//wiki/Pantodon_buchholzi
Aba aba,Gymnarchus niloticus,https://upload.wikimedia.org//wikipedia/commons/5/57/Gymnarchus_007.jpg,,,,https://en.wikipedia.org//wiki/Gymnarchus_niloticus
Reticulated knifefish,Papyrocranus afer,,,,,
African brown knifefish,Xenomystus nigri,https://upload.wikimedia.org//wikipedia/commons/a/ac/Xenomystus_nigri_1.JPG,,,,https://en.wikipedia.org//wiki/Xenomystus_nigri
Clown knifefish,Chitala ornata,https://upload.wikimedia.org//wikipedia/commons/a/a3/Chitala_ornata_%28Zoo_Brno%2C_Czech_Republic%29.jpg,,,,https://en.wikipedia.org//wiki/Chitala_ornata
Asian arowana,Scleropages formosus,https://upload.wikimedia.org//wikipedia/commons/e/ec/Scleropages_formosus_Prague_2012_1.jpg,,,,https://en.wikipedia.org//wiki/Scleropages_formosus
Silver arowana,Osteoglossum bicirrhosum,https://upload.wikimedia.org//wikipedia/commons/b/bf/Osteoglossum_bicirrhosum.JPG,,,,https://en.wikipedia.org//wiki/Osteoglossum_bicirrhosum
Freshwater pipefish,Doryichthys martensii,,,,,
African freshwater pipefish,Enneacampus ansorgii,,,,,
Fire eel,Mastacembelus erythrotaenia,https://upload.wikimedia.org//wikipedia/commons/0/00/Ildaal.jpg,,,,https://en.wikipedia.org//wiki/Mastacembelus_erythrotaenia
Tire track eel,Mastacembelus armatus,https://upload.wikimedia.org//wikipedia/commons/1/10/Tire_Track_Eel.jpg,,,,https://en.wikipedia.org//wiki/Mastacembelus_armatus
Spotfinned spiny eel,Macrognathus siamensis,https://upload.wikimedia.org//wikipedia/commons/c/c6/Macrognathus_siamenis.jpg,,,,
Half-banded spiny eel,Macrognathus circumcinctus,,,,,
Lesser spiny eel,Macrognathus aculeatus,,,,,https://en.wikipedia.org//wiki/Macrognathus_aculeatus
Freshwater sole,Brachirus panoides,https://upload.wikimedia.org//wikipedia/commons/4/4a/Synaptura_panoides_-_1866-1872_-_Print_-_Iconographia_Zoologica_-_Special_Collections_University_of_Amsterdam_-_UBA01_IZ14000237.tif,,,,
Freshwater needlefish,Xenentodon cancila,https://upload.wikimedia.org//wikipedia/commons/5/5c/Xenentodon_cancila_%28Wroclaw_zoo%29-1.JPG,,,,
Javanese ricefish,Oryzias javanicus,https://upload.wikimedia.org//wikipedia/commons/b/b3/Oryzias_javanicus.jpg,,,,
Daisy's Ricefish,Oryzias woworae,https://upload.wikimedia.org//wikipedia/commons/4/4e/Oryzias_woworae.jpg,,,,
Indian glassy fish,Parambassis ranga,https://upload.wikimedia.org//wikipedia/commons/7/77/Parambassis_ranga_2.jpg,,,,
Amazon leaffish,Monocirrhus polyacanthus,https://upload.wikimedia.org//wikipedia/commons/2/26/Monocirrhus_polyacanthus.jpg,,,,https://en.wikipedia.org//wiki/Monocirrhus_polyacanthus
Indonesian tigerfish,Datnioides microlepis,https://upload.wikimedia.org//wikipedia/commons/9/90/Tigerfish037.JPG,,,,
Silver tigerfish,Datnioides polota,https://upload.wikimedia.org//wikipedia/commons/c/cb/Datnioides_polota_%28Hamilton%2C_1822%29.jpg,,,,
Banded archerfish,Toxotes jaculatrix,https://upload.wikimedia.org//wikipedia/commons/2/27/Toxotes_jaculatrix_Porte_dor%C3%A9e.jpg,,,,https://en.wikipedia.org//wiki/Toxotes_jaculatrix
Spotted scat,Scatophagus argus,https://upload.wikimedia.org//wikipedia/commons/2/2c/Scatophagus_argus_%28Wroclaw_zoo%29-2.JPG,,,,
Green spotted puffer,Dichotomyctere nigroviridis,https://upload.wikimedia.org//wikipedia/commons/b/b6/Tetraodon_nigroviridis_1.jpg,,,,
Humpback Puffer,Pao palembangensis,,,,,
Red-tail dwarf puffer,Carinotetraodon irrubesco,https://upload.wikimedia.org//wikipedia/commons/5/50/Carinotetraodon_irrubesco_male.JPG,,,,
Golden puffer,Auriglobus modestus,,,,,
Figure 8 pufferfish,Tetraodon biocellatus,https://upload.wikimedia.org//wikipedia/en/c/cf/Tbiocellatus.jpg,,,,https://en.wikipedia.org//wiki/Tetraodon_biocellatus
Dwarf pufferfish,Carinotetraodon travancoricus,https://upload.wikimedia.org//wikipedia/commons/c/c4/Carinotetraodon_travancoricus_2.JPG,,,,https://en.wikipedia.org//wiki/Carinotetraodon_travancoricus
Fahaka puffer,Tetraodon lineatus,https://upload.wikimedia.org//wikipedia/commons/c/c3/TetraodonLineatus.JPG,,,,https://en.wikipedia.org//wiki/Tetraodon_lineatus
